identifier,pm_id,pmc_id,doi,title,keywords,authors,journal,article_type,year,project_serial_num,project_num,dbgap_accession,research_initiative,sub_project,likert_score,explanation_DeepSeek-R1-Distill-Qwen-32B,explanation_Llama-3.3-70B-Instruct
35864089_phs002525.v1.p1,35864089,PMC9304412,doi:10.1038/s41467-022-31654-0,A metagenomic DNA sequencing assay that is robust against environmental DNA contamination.,"COVID-19|DNA|DNA Contamination|DNA, Bacterial|DNA, Environmental|High-Throughput Nucleotide Sequencing|Humans|Metagenomics|Sequence Analysis, DNA","Mzava, Omary|Cheng, Alexandre Pellan|Chang, Adrienne|Smalling, Sami|Djomnang, Liz-Audrey Kounatse|Lenz, Joan Sesing|Longman, Randy|Steadman, Amy|Gómez-Escobar, Luis G|Schenck, Edward J|Salvatore, Mirella|Satlin, Michael J|Suthanthiran, Manikkam|Lee, John R|Mason, Christopher E|Dadhania, Darshana|De Vlaminck, Iwijn",Nature communications,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",2022,DA053941,1U01DA053941-01,phs002525.v1.p1,RADx-rad,Wastewater,4.0,"The publication abstract describes a metagenomic DNA sequencing assay (SIFT-seq) designed to handle environmental DNA contamination, which is particularly relevant for samples with low microbial biomass. This technology could enhance the accuracy and reliability of wastewater-based surveillance for SARS-CoV-2, as such assays often face challenges with contamination and low viral loads. While the publication does not directly address the specific aims of the grant, which focus on optimizing sampling, concentration, and detection strategies for wastewater surveillance, the development of a more robust sequencing method aligns with the broader goals of improving wastewater-based testing. The assay's ability to reduce contamination could contribute to more reliable data collection and analysis within the RADx-rad initiative.","The publication abstract describes a metagenomic DNA sequencing assay that is robust against environmental DNA contamination, which is relevant to the research objectives of the funding opportunity and grant abstract. The funding opportunity announcement focuses on the development of wastewater-based testing for SARS-CoV-2, and the grant abstract proposes the development and implementation of a wastewater surveillance program. The publication abstract's focus on a metagenomic sequencing assay that can identify microbial DNA signatures in various samples, including those with low microbial biomass, aligns with the goals of the funding opportunity and grant abstract. The assay's ability to detect infections from microorganisms with low burden and identify COVID-19 co-infection also supports the objectives of the grant abstract, which aims to develop predictive models for detecting local and community-level spread of COVID-19. Therefore, the publication is related to the research objectives of the funding opportunity and grant abstract."
35878004_phs002524.v1.p1,35878004,PMC9344892,doi:10.1021/acsnano.2c03219,Protease-Responsive Peptide-Conjugated Mitochondrial-Targeting AIEgens for Selective Imaging and Inhibition of SARS-CoV-2-Infected Cells.,Antiviral Agents|COVID-19|Coronavirus 3C Proteases|Humans|Peptides|SARS-CoV-2|main protease|mitochondrial targeting|peptide-conjugated AIEgen|virus theranostics,"Cheng, Yong|Clark, Alex E|Zhou, Jiajing|He, Tengyu|Li, Yi|Borum, Raina M|Creyer, Matthew N|Xu, Ming|Jin, Zhicheng|Zhou, Jingcheng|Yim, Wonjun|Wu, Zhuohong|Fajtová, Pavla|O'Donoghue, Anthony J|Carlin, Aaron F|Jokerst, Jesse V",ACS nano,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",2022,DE031114,1R01DE031114-01,phs002524.v1.p1,RADx-rad,Multimodal Surveillance,4.0,"The publication abstract describes a protease-responsive probe for imaging and inhibiting SARS-CoV-2-infected cells, which aligns with the grant's focus on developing surveillance technologies for COVID-19. The grant aims to create a smart mask that detects COVID-19 exposure through protease activity, and the publication's work on protease-responsive systems supports this objective. However, the publication focuses more on imaging and treatment rather than surveillance, which slightly reduces its alignment with the grant's specific aims.","The publication abstract is related to the research objectives of the funding opportunity and the grant abstract. The funding opportunity focuses on developing and validating COVID-19 surveillance methods, and the grant abstract proposes a 'smart mask' for surveillance of COVID-19. The publication abstract discusses a protease-responsive peptide-conjugated probe for selective imaging and inhibition of SARS-CoV-2-infected cells, which aligns with the idea of developing novel surveillance tools. Although the publication abstract does not directly mention the 'smart mask' concept, it explores a similar idea of using protease-responsive elements for detecting SARS-CoV-2, which is relevant to the grant abstract's goal of optimizing reagents for testing proteases. The publication's focus on selective imaging and inhibition of infected cells also relates to the funding opportunity's objective of developing surveillance methods for high-risk populations. Therefore, the publication abstract is related to the research objectives of the funding opportunity and the grant abstract, but the connection is not extremely strong, hence a score of 4 instead of 5."
35881910_phs002573.v1.p1,35881910,PMC9344894,doi:10.1021/jacs.2c04835,Net-Shaped DNA Nanostructures Designed for Rapid/Sensitive Detection and Potential Inhibition of the SARS-CoV-2 Virus.,COVID-19|DNA|Humans|Nanostructures|Protein Binding|SARS-CoV-2,"Chauhan, Neha|Xiong, Yanyu|Ren, Shaokang|Dwivedy, Abhisek|Magazine, Nicholas|Zhou, Lifeng|Jin, Xiaohe|Zhang, Tianyi|Cunningham, Brian T|Yao, Sherwood|Huang, Weishan|Wang, Xing",Journal of the American Chemical Society,"Journal Article|Research Support, N.I.H., Extramural|Research Support, U.S. Gov't, Non-P.H.S.",2023,AA029348,1U01AA029348-01,phs002573.v1.p1,RADx-rad,Automatic Detection & Tracing,5.0,"The publication directly addresses the specific research aims and methodology outlined in the funding opportunity and grant's abstract. The publication describes the development of net-shaped DNA nanostructures for the rapid and sensitive detection of SARS-CoV-2, which aligns with the grant's objective of creating an innovative platform for virus detection and tracing. The methods and technologies described in the publication, such as the use of aptamers and a smartphone-based fluorimeter, are consistent with the grant's focus on integrating biosensing with digital devices for real-time detection. Additionally, the publication's emphasis on cost-effectiveness, portability, and privacy protection through blockchain encryption further supports the grant's goals of creating a practical and scalable solution for COVID-19 detection and tracing.","The publication abstract directly addresses the research objectives of the funding opportunity and grant abstract. The funding opportunity aims to support the development of innovative platforms for detecting SARS-CoV-2, and the grant abstract proposes a pipeline for automatic detection and tracing of active SARS-CoV-2 infection. The publication abstract presents a net-shaped DNA nanostructure design strategy for selective recognition and high-affinity capture of intact SARS-CoV-2 virions, which aligns with the goals of the funding opportunity and grant abstract. The publication abstract also mentions the potential for rapid, sensitive, and inexpensive COVID-19 testing, which is a key objective of the funding opportunity. Furthermore, the publication abstract discusses the customization of the DNA Net design principle to tackle other viruses, which is in line with the funding opportunity's goal of developing technologies that can be applicable to other infectious agents."
35881910_phs002685.v1.p1,35881910,PMC9344894,doi:10.1021/jacs.2c04835,Net-Shaped DNA Nanostructures Designed for Rapid/Sensitive Detection and Potential Inhibition of the SARS-CoV-2 Virus.,COVID-19|DNA|Humans|Nanostructures|Protein Binding|SARS-CoV-2,"Chauhan, Neha|Xiong, Yanyu|Ren, Shaokang|Dwivedy, Abhisek|Magazine, Nicholas|Zhou, Lifeng|Jin, Xiaohe|Zhang, Tianyi|Cunningham, Brian T|Yao, Sherwood|Huang, Weishan|Wang, Xing",Journal of the American Chemical Society,"Journal Article|Research Support, N.I.H., Extramural|Research Support, U.S. Gov't, Non-P.H.S.",2023,DE030852,1R44DE030852-01,phs002685.v1.p1,RADx-rad,Novel Biosensing and VOC,5.0,"The publication directly addresses the specific research aims and methodology outlined in the funding opportunity and grant's abstract. The publication describes the development of a DNA-based biosensing approach for rapid and sensitive detection of SARS-CoV-2, which aligns with the funding opportunity's goal of advancing novel biosensing technologies for COVID-19 diagnosis. The publication's focus on saliva samples and the use of DNA nanostructures for virus detection is consistent with the grant's objectives of creating non-invasive, portable, and cost-effective diagnostic tools. Additionally, the publication's emphasis on scalability and real-time testing capabilities further supports the funding opportunity's aim to enhance pandemic response through innovative diagnostic solutions.","The publication abstract directly addresses the specific research aims and methodology outlined in the funding opportunity and grant's abstract. The publication describes the development of a net-shaped DNA nanostructure for the rapid and sensitive detection of SARS-CoV-2, which aligns with the funding opportunity's goal of advancing novel biosensing and detection approaches for COVID-19. The grant abstract also mentions the development of a DNA Star SAS-CoV-2 Rapid Test, which shares similarities with the publication's DNA Net design strategy. Both the funding opportunity and the grant abstract emphasize the need for rapid, low-cost, and highly scalable testing to control the spread of the disease, which is also reflected in the publication's focus on a rapid, simple, and inexpensive COVID-19 test assay."
35906312_phs002549.v1.p1,35906312,PMC9884316,doi:10.1038/s41390-022-02206-5,"Putting the ""mi"" in omics: discovering miRNA biomarkers for pediatric precision care.",Biomarkers|Child|Genomics|Humans|Machine Learning|MicroRNAs|Neoplasms,"Li, Chengyin|Sullivan, Rhea E|Zhu, Dongxiao|Hicks, Steven D",Pediatric research,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Review",2023,HD105610,1R61HD105610-01,phs002549.v1.p1,RADx-rad,PreVAIL kIds,4.5,"The publication abstract discusses the use of miRNAs as biomarkers in pediatric precision care, which aligns with the grant's focus on developing biomarkers and biosignatures for predicting disease severity in children with SARS-CoV-2. The grant aims to integrate salivary biomarkers with clinical data using AI, which is consistent with the publication's exploration of miRNA-omics and machine learning in identifying biomarkers. While the publication does not directly address SARS-CoV-2 or MIS-C, it provides relevant background and methodologies that support the grant's objectives.","The publication abstract is directly related to the research objectives of the funding opportunity and the grant abstract. The funding opportunity aims to support innovative research to develop novel approaches to characterize the spectrum of SARS-CoV-2 associated illness in children and identify biomarkers for a prognostic algorithm to predict disease severity. The grant abstract proposes a project that uses salivaomics and bioinformatics to develop a diagnostic modality to distinguish varying phenotypes of disease and risk-stratify disease in children with SARS-CoV-2 infection. The publication abstract discusses the discovery of miRNA biomarkers for pediatric precision care, which aligns with the grant's objective of identifying salivary biomarkers to predict disease severity in children with SARS-CoV-2 infection. The publication's focus on using machine learning techniques to aid in biomarker detection and its potential for therapeutic targets in pediatric precision care also aligns with the grant's proposal to develop an AI-assisted cloud and mobile system for early recognition of severe SARS-CoV-2 infection in children."
35968834_phs002600.v1.p1,35968834,PMC9479699,doi:10.1039/d2ay00723a,Machine learning and signal processing assisted differential mobility spectrometry (DMS) data analysis for chemical identification.,Data Analysis|Ion Mobility Spectrometry|Machine Learning|Spectrum Analysis|Volatile Organic Compounds,"Chakraborty, Pranay|Rajapakse, Maneeshin Y|McCartney, Mitchell M|Kenyon, Nicholas J|Davis, Cristina E",Analytical methods : advancing methods and applications,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.",2022,TR003795,1U18TR003795-01,phs002600.v1.p1,RADx-rad,SCENT,4.0,"The publication abstract discusses the use of machine learning and signal processing for analyzing DMS data, which is relevant to the grant's objective of developing a portable GC-DMS system for COVID-19 diagnosis. The grant involves analyzing VOCs from breath samples, and the publication's focus on improving DMS data analysis aligns with this goal. However, the publication does not specifically mention COVID-19 or VOCs from skin or oral cavities, which slightly limits its direct relevance.","The publication abstract is related to the funding opportunity and grant abstract as it discusses the use of machine learning and signal processing to analyze Differential Mobility Spectrometry (DMS) data for chemical identification, including volatile organic compounds (VOCs). The grant abstract specifically mentions the development of a portable GC-DMS system to diagnose SARS-CoV-2 infections from a breath sample, which involves analyzing VOCs. The publication abstract's focus on machine learning and signal processing for DMS data analysis is relevant to the grant's objective of developing a diagnostic system for COVID-19 using VOC analysis. While the publication abstract does not directly address COVID-19 diagnostics, its discussion of VOC analysis and machine learning techniques is applicable to the grant's research objectives, making it a relevant publication."
35972202_phs002565.v1.p1,35972202,PMC9397568,doi:10.1021/acs.analchem.2c01993,SCORe: SARS-CoV-2 Omicron Variant RBD-Binding DNA Aptamer for Multiplexed Rapid Detection and Pseudovirus Neutralization.,"Angiotensin-Converting Enzyme 2|Antibodies, Viral|Aptamers, Nucleotide|COVID-19|Humans|RNA Viruses|SARS-CoV-2","Yang, Lucy F|Kacherovsky, Nataly|Liang, Joey|Salipante, Stephen J|Pun, Suzie H",Analytical chemistry,"Journal Article|Research Support, N.I.H., Extramural",2022,AA029316,1U01AA029316-01,phs002565.v1.p1,RADx-rad,Automatic Detection & Tracing,4.5,"The publication abstract describes the development of a high-affinity DNA aptamer (SCORe) for detecting the Omicron variant of SARS-CoV-2. This aligns with the funding opportunity's objective of supporting the development of innovative platforms for real-time detection of SARS-CoV-2. The grant abstract focuses on an electrochemical assay for SARS-CoV-2 detection, which is related to the publication's aptamer-based detection method. While the publication does not explicitly mention integration with touchscreen devices, the aptamer technology could potentially be adapted for such platforms, contributing to the overall goals of the RADx-rad initiative.","The publication abstract directly addresses the research objectives of the funding opportunity and grant abstract. The funding opportunity aims to support the development of innovative platforms for detecting SARS-CoV-2, and the grant abstract specifically mentions the development of an electrochemical assay for detecting the virus. The publication abstract presents a study on the development of a high-affinity aptamer, SCORe, that binds to the Omicron variant of SARS-CoV-2 and can be used for multiplexed rapid detection and pseudovirus neutralization. The publication abstract aligns with the objectives of the funding opportunity and grant abstract, demonstrating a clear connection between the research objectives and the publication's content."
35973073_phs002524.v1.p1,35973073,PMC9396966,doi:10.1021/acs.analchem.2c02381,A Self-Immolative Fluorescent Probe for Selective Detection of SARS-CoV-2 Main Protease.,COVID-19|Coronavirus 3C Proteases|Fluorescent Dyes|Humans|SARS-CoV-2,"Xu, Ming|Zhou, Jiajing|Cheng, Yong|Jin, Zhicheng|Clark, Alex E|He, Tengyu|Yim, Wonjun|Li, Yi|Chang, Yu-Ci|Wu, Zhuohong|Fajtová, Pavla|O'Donoghue, Anthony J|Carlin, Aaron F|Todd, Michael D|Jokerst, Jesse V",Analytical chemistry,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.",2022,DE031114,1R01DE031114-01,phs002524.v1.p1,RADx-rad,Multimodal Surveillance,4.0,"The publication describes the development of a fluorescent probe for detecting the SARS-CoV-2 main protease, which is a key component in the proposed smart mask surveillance system. While the publication focuses on the probe's selectivity and sensitivity, it does not directly address the integration into a smart mask or its use in a surveillance setting. However, the probe's ability to detect the protease is a critical step towards achieving the goals outlined in the grant abstract, particularly in Aim 1 of optimizing reagents for protease detection. The publication contributes to the foundational technology needed for the smart mask but does not fully demonstrate its application in the proposed surveillance system.","The publication abstract is related to the research objectives of the funding opportunity and the grant abstract. The funding opportunity announcement focuses on developing and validating approaches for COVID-19 surveillance, particularly in high-risk settings, using multimodal surveillance inputs. The grant abstract proposes a 'smart mask' that changes colors when the wearer has been exposed to biomarkers of COVID-19, which aligns with the funding opportunity's goal of developing innovative surveillance tools. The publication abstract presents a self-immolative fluorescent probe for selective detection of the SARS-CoV-2 main protease, which is a key component in the development of COVID-19 surveillance tools, including the smart mask proposed in the grant abstract. While the publication abstract does not directly mention the smart mask, its focus on detecting SARS-CoV-2 main protease is relevant to the grant abstract's aim of optimizing reagents for the smart mask. Therefore, the publication is related to the research objectives of the funding opportunity and the grant abstract, but the connection is not extremely strong, hence a score of 4 instead of 5."
35992634_phs002546.v1.p1,35992634,PMC9386735,doi:10.3389/fsens.2022.917380,Development of a Biosensor Based on Angiotensin-Converting Enzyme II for Severe Acute Respiratory Syndrome Coronavirus 2 Detection in Human Saliva.,LIG electrodes|attenuated virus|betacoronavirus|biosensing|human ACE2|saliva diagnostics,"Moreira, Geisianny|Casso-Hartmann, Lisseth|Datta, Shoumen Palit Austin|Dean, Delphine|McLamore, Eric|Vanegas, Diana",Frontiers in sensors,Journal Article,2022,AA029328,1U01AA029328-01,phs002546.v1.p1,RADx-rad,Automatic Detection & Tracing,5.0,"The publication directly addresses the specific research aims and methodology outlined in the funding opportunity and grant's abstract. The grant abstract focuses on developing a multiplex biosensor platform for SARS-CoV-2 detection in saliva, utilizing aptamers, antibodies, and ACE2. The publication details the development of an ACE2-based biosensor for SARS-CoV-2 detection in saliva, demonstrating its sensitivity, specificity, and potential for rapid, low-cost testing in non-clinical settings. This aligns with the grant's objectives of creating an innovative platform for real-time detection and tracing of SARS-CoV-2, particularly in vulnerable areas.","The publication abstract directly addresses the research objectives of the funding opportunity and grant abstract. The funding opportunity aims to support the development of innovative platforms for SARS-CoV-2 detection, and the grant abstract proposes a multiplexing detection platform for SARS-CoV-2 in saliva. The publication abstract presents a biosensor based on angiotensin-converting enzyme II (hACE2) for SARS-CoV-2 detection in human saliva, which aligns with the objectives of the funding opportunity and grant abstract. The publication abstract demonstrates a proof-of-concept for SARS-CoV-2 detection with high sensitivity and specificity, which is a key objective of the funding opportunity. Additionally, the publication abstract discusses the potential for low-cost, accurate, and non-invasive testing, which is consistent with the goals of the RADx-rad initiative. Overall, the publication abstract is strongly related to the research objectives of the funding opportunity and grant abstract."
36030667_phs002679.v1.p1,36030667,PMC9376872,doi:10.1016/j.watres.2022.118985,Biomarkers selection for population normalization in SARS-CoV-2 wastewater-based epidemiology.,"Biomarkers|COVID-19|Caffeine|Creatinine|Humans|Hydroxyindoleacetic Acid|Paraxanthine|Population biomarker|Population normalization|RNA, Viral|SARS-CoV-2|Wastewater|Wastewater-Based Epidemiological Monitoring|Wastewater-based epidemiology","Hsu, Shu-Yu|Bayati, Mohamed|Li, Chenhui|Hsieh, Hsin-Yeh|Belenchia, Anthony|Klutts, Jessica|Zemmer, Sally A|Reynolds, Melissa|Semkiw, Elizabeth|Johnson, Hwei-Yiing|Foley, Trevor|Wieberg, Chris G|Wenzel, Jeff|Johnson, Marc C|Lin, Chung-Ho",Water research,Journal Article,2022,DA053893,1U01DA053893-01,phs002679.v1.p1,RADx-rad,Wastewater,4.5,"The publication abstract discusses the selection of biomarkers for normalizing SARS-CoV-2 concentrations in wastewater-based epidemiology, which aligns with the funding opportunity's focus on optimizing wastewater sample analysis and improving the accuracy of population-level data. The research in the publication contributes to the objectives of the funding opportunity by addressing the need for reliable normalization methods to enhance the effectiveness of wastewater testing in tracking COVID-19 prevalence.","The publication abstract directly addresses the research objectives of the funding opportunity and grant abstract by investigating biomarkers for population normalization in SARS-CoV-2 wastewater-based epidemiology. The study aims to improve the accuracy of wastewater-based testing by identifying reliable population biomarkers, which is a key aspect of the RADx-rad initiative. The publication's focus on evaluating and validating biomarkers for normalizing SARS-CoV-2 loads in wastewater aligns with the funding opportunity's goals of optimizing wastewater sample collection and analysis approaches. Additionally, the publication's findings on the utility of paraxanthine (PARA) as a population biomarker for improving correlation between normalized SARS-CoV-2 loads and clinical cases reported in a university town further supports the relevance of the publication to the research objectives of the funding opportunity and grant abstract."
36082611_phs002945.v1.p1,36082611,,doi:10.1542/hpeds.2022-006524,Examining the Association Between MIS-C and the Child Opportunity Index at a Single Center.,COVID-19|Case-Control Studies|Child|Hospitalization|Humans|Retrospective Studies|SARS-CoV-2,"Tyris, Jordan|Boggs, Kaitlyn|Bost, James|Dixon, Gabrina|Gayle, Tamara|Harahsheh, Ashraf S|Sharron, Matthew P|Majumdar, Suvankar|Krishnan, Anita|Smith, Karen|Goyal, Monika K|Parikh, Kavita",Hospital pediatrics,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, P.H.S.",2022,HD105591,1R61HD105591-01,phs002945.v1.p1,RADx-rad,PreVAIL kIds,4.5,"The publication abstract examines the association between the Child Opportunity Index (COI) and the diagnosis of MIS-C in hospitalized children. While the funding opportunity and grant abstract focus on developing predictive algorithms and biomarkers for MIS-C, the publication contributes to understanding the socio-environmental factors influencing MIS-C. This provides complementary insights into the broader context of MIS-C, supporting the overall research goals of identifying and managing the syndrome.","The publication abstract directly addresses the research objectives of the funding opportunity and grant abstract by investigating the association between the Child Opportunity Index (COI) and multisystem inflammatory syndrome of childhood (MIS-C) diagnosis. The study's focus on understanding the relationship between place-based determinants and MIS-C development aligns with the funding opportunity's goal of characterizing the spectrum of SARS-CoV-2 associated illness in children, including MIS-C. Additionally, the grant abstract's mention of leveraging data science approaches to identify and manage MIS-C is consistent with the publication's use of a retrospective case-control study design and analysis of census tract COI to examine associations with MIS-C diagnosis."
36106337_phs002657.v1.p1,36106337,PMC9470295,doi:10.3389/fneph.2022.926635,SARS-CoV-2 neutralizing antibody response after three doses of mRNA1273 vaccine and COVID-19 in hemodialysis patients.,COVID-19|Omicron|SARS-CoV-2|coronavirus|hemodialysis|mRNA1273|neutralizing antibody|vaccination,"Wang, Xiaoling|Han, Maggie|Fuentes, Lemuel Rivera|Thwin, Ohnmar|Grobe, Nadja|Wang, Kevin|Wang, Yuedong|Kotanko, Peter",Frontiers in nephrology,Journal Article,2022,DK130067,1R01DK130067-01,phs002657.v1.p1,RADx-rad,Multimodal Surveillance,4.0,"The publication abstract discusses the neutralizing antibody response to COVID-19 vaccination and infection in hemodialysis patients. While it relates to the high-risk population mentioned in the funding opportunity and grant abstract, it does not address the specific objectives of developing and validating multimodal surveillance methods for early detection and containment of COVID-19 in dialysis facilities. The publication focuses on immunological responses rather than surveillance technologies or data integration strategies.","The publication abstract directly addresses the research objectives of the funding opportunity and the grant abstract. The funding opportunity focuses on developing and validating approaches for COVID-19 surveillance in high-risk settings, such as dialysis facilities. The grant abstract proposes using multi-modal data sources to predict and control COVID-19 in dialysis clinics. The publication abstract presents a study on the SARS-CoV-2 neutralizing antibody response after three doses of mRNA1273 vaccine and COVID-19 in hemodialysis patients, which aligns with the grant's objective of understanding COVID-19 transmission pathways in dialysis patients and clinics. The publication's findings on the humoral response to vaccination and COVID-19 in hemodialysis patients provide valuable insights for informing discussions on vaccination strategies in this high-risk population, making it highly relevant to the funding opportunity and grant abstract."
36150781_phs002609.v1.p1,36150781,PMC9507344,doi:10.1016/S2589-7500(22)00149-2,A machine-learning algorithm for diagnosis of multisystem inflammatory syndrome in children and Kawasaki disease in the USA: a retrospective model development and validation study.,Algorithms|Artificial Intelligence|COVID-19|COVID-19 Testing|Child|Humans|Machine Learning|Mucocutaneous Lymph Node Syndrome|Pandemics|Retrospective Studies|SARS-CoV-2|Systemic Inflammatory Response Syndrome|United States,"Lam, Jonathan Y|Shimizu, Chisato|Tremoulet, Adriana H|Bainto, Emelia|Roberts, Samantha C|Sivilay, Nipha|Gardiner, Michael A|Kanegaye, John T|Hogan, Alexander H|Salazar, Juan C|Mohandas, Sindhu|Szmuszkovicz, Jacqueline R|Mahanta, Simran|Dionne, Audrey|Newburger, Jane W|Ansusinha, Emily|DeBiasi, Roberta L|Hao, Shiying|Ling, Xuefeng B|Cohen, Harvey J|Nemati, Shamim|Burns, Jane C||",The Lancet. Digital health,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",2022,HD105613,1R61HD105613-01,phs002609.v1.p1,RADx-rad,PreVAIL kIds,5.0,"The publication directly addresses the specific research aims and methodology outlined in the funding opportunity and grant's abstract. The study focuses on developing a machine-learning algorithm to diagnose MIS-C, which aligns with the funding opportunity's objective of identifying biomarkers and developing diagnostic tools for MIS-C. The grant abstract also emphasizes the need for innovative diagnostic approaches, which the publication achieves through the development of KIDMATCH. Additionally, the collaboration with multiple institutions and the use of diverse data sources for validation further support the alignment with the funding goals.","The publication abstract directly addresses the research objectives outlined in the funding opportunity and grant abstract. The publication describes the development and validation of a machine-learning algorithm, KIDMATCH, to diagnose multisystem inflammatory syndrome in children (MIS-C) and distinguish it from Kawasaki disease and other febrile illnesses. This aligns with the funding opportunity's goal of supporting innovative research to develop novel approaches for characterizing the spectrum of SARS-CoV-2 associated illness in children, including MIS-C, and identifying biomarkers for prognostic algorithms. The grant abstract also mentions the development of a diagnostic tool for MIS-C using a Grating-Coupled Fluorescence Plasmonic (GCFP) chip, which is another approach to achieving the same objective. Therefore, the publication is strongly related to the research objectives of the funding opportunity and grant abstract."
36185166_phs002544.v1.p1,36185166,PMC9513748,doi:10.1021/acsanm.2c01986,Gold Nanopyramid Arrays for Non-Invasive Surface-Enhanced Raman Spectroscopy-Based Gastric Cancer Detection via sEVs.,,"Liu, Zirui|Li, Tieyi|Wang, Zeyu|Liu, Jun|Huang, Shan|Min, Byoung Hoon|An, Ji Young|Kim, Kyoung Mee|Kim, Sung|Chen, Yiqing|Liu, Huinan|Kim, Yong|Wong, David T W|Huang, Tony Jun|Xie, Ya-Hong",ACS applied nano materials,Journal Article,2022,TR003778,1U18TR003778-01,phs002544.v1.p1,RADx-rad,Exosome,4.0,"The publication abstract describes the use of SERS technology for non-invasive detection of gastric cancer via sEVs, which aligns with the grant's focus on repositioning exosome-based technologies for disease detection. While the specific application is different (COVID-19 vs. gastric cancer), the methodology and objectives are closely related, indicating relevance to the grant's goals.","The publication abstract is related to the research objectives of the funding opportunity and the grant abstract. The funding opportunity seeks to use developed technologies for single vesicle or exosome isolation and analysis and reposition them for the detection of SARS-CoV-2. The grant abstract proposes to reposition the Acoustofluidic Separation (AFS) EV technology and Surface Enhanced Raman spectroscopy (SERS) for the earliest non-invasive detection of SARS-CoV-2 and host immunity in saliva of infected patients. The publication abstract also uses SERS for non-invasive detection of gastric cancer via small extracellular vesicles (sEVs), which is similar to the approach proposed in the grant abstract. Although the publication abstract is focused on gastric cancer detection, the technology and methodology used are relevant to the research objectives of the funding opportunity and the grant abstract, which is to develop non-invasive diagnostic tests using exosomes and SERS."
36199556_phs002572.v1.p1,36199556,PMC9531898,doi:10.1088/2399-1984/ac5cd1,Magnetic nanoparticles and magnetic particle spectroscopy-based bioassays: a 15 year recap.,bioassay|disease diagnosis|food safety|magnetic nanoparticle|magnetic particle spectroscopy|point-of-care,"Wu, Kai|Liu, Jinming|Chugh, Vinit Kumar|Liang, Shuang|Saha, Renata|Krishna, Venkatramana D|Cheeran, Maxim C-J|Wang, Jian-Ping",Nano futures,Journal Article,2022,DE030832,1R42DE030832-01,phs002572.v1.p1,RADx-rad,Novel Biosensing and VOC,3.5,"The publication abstract discusses the use of magnetic nanoparticles and magnetic particle spectroscopy (MPS) in various bioassays over the past 15 years. While the technology described is relevant to the grant's objective of developing biosensing devices for detecting SARS-CoV-2, the publication itself is a review and does not present new data or methods specifically related to the grant's aims. The grant focuses on developing a breathalyzer for direct virus detection, which involves integrating an aerosol collector with an MPS-based detector. The publication provides background on MPS but does not address the specific innovations or challenges outlined in the grant, such as real-time detection, portability, or integration with breath sampling. Therefore, while the publication is related to the broader field of biosensing, it does not directly contribute to the specific research objectives of the grant.","The publication abstract is related to the research objectives of the funding opportunity and the grant abstract. The funding opportunity focuses on the development of novel biosensing and detection approaches for COVID-19, and the grant abstract proposes a SARS-CoV-2 breathalyzer for direct virus detection. The publication abstract discusses magnetic nanoparticles and magnetic particle spectroscopy-based bioassays, which is relevant to the grant abstract's proposal of using a Magnetic Particle Spectrometer (MPS) to detect SARS-CoV-2. Although the publication abstract does not specifically focus on COVID-19, its discussion of MPS-based bioassays provides a relevant technical background for the grant abstract's proposed approach. Therefore, there is a clear connection between the publication abstract and the research objectives of the funding opportunity and the grant abstract."
