pm_id,pmc_id,doi,title,abstract,keywords,authors,journal,year,publication_date,article_type,project_serial_num,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,award_type,supplement,research_initiative,sub_project
36043869,PMC9584320,doi:10.1128/mra.00337-22,"Genome Sequence of a Microvirus Recovered from Wastewater in Arizona, USA, in October 2020, Encodes a Previously Undescribed DNA-Binding Protein.","We describe the genome of Microvirus-AZ-2020, which was identified from wastewater in Arizona, USA, in October 2020. Microvirus-AZ-2020 belongs to subfamily <i>Gokushovirinae</i> and contains six (five known and one hypothetical) open reading frames (ORFs), each with >40 codons. HHPred analysis and Colabfold structure prediction suggest that the hypothetical ORF encodes a previously undescribed putative DNA-binding protein.",,"Smith, Abriana|Kaiser, Nicole|Yanez, Allan|Perleberg, Tyler|Elyaderani, Amir|Skidmore, Peter|Adhikari, Sangeet|Driver, Erin M|Halden, Rolf U|Varsani, Arvind|Scotch, Matthew|Faleye, Temitope O C",Microbiology resource announcements,2022,2022-10-20,Journal Article,LM013129,,,,,,U01,True,RADx-rad,Wastewater
36292760,PMC9602126,doi:10.3390/genes13101874,Confounding Factors Impacting microRNA Expression in Human Saliva: Methodological and Biological Considerations.,"There is growing interest in saliva microRNAs (miRNAs) as non-invasive biomarkers for human disease. Such an approach requires understanding how differences in experimental design affect miRNA expression. Variations in technical methodologies, coupled with inter-individual variability may reduce study reproducibility and generalizability. Another barrier facing salivary miRNA biomarker research is a lack of recognized ""control miRNAs"". In one of the largest studies of human salivary miRNA to date (922 healthy individuals), we utilized 1225 saliva samples to quantify variability in miRNA expression resulting from aligner selection (Bowtie1 vs. Bowtie2), saliva collection method (expectorated vs. swabbed), RNA stabilizer (presence vs. absence), and individual biological factors (sex, age, body mass index, exercise, caloric intake). Differential expression analyses revealed that absence of RNA stabilizer introduced the greatest variability, followed by differences in methods of collection and aligner. Biological factors generally affected a smaller number of miRNAs. We also reported coefficients of variations for 643 miRNAs consistently present in saliva, highlighting several salivary miRNAs to serve as reference genes. Thus, the results of this analysis can be used by researchers to optimize parameters of salivary miRNA measurement, exclude miRNAs confounded by numerous biologic factors, and identify appropriate miRNA controls.",Biomarkers|Humans|MicroRNAs|Reproducibility of Results|Saliva|biomarker|housekeeping|miRNA|salivary|stabilizer,"Sullivan, Rhea|Montgomery, Austin|Scipioni, Anna|Jhaveri, Pooja|Schmidt, Adam T|Hicks, Steven D",Genes,2022,2022-10-16,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",HD105610,,,,,,R61,False,RADx-rad,PreVAIL kIds
35443763,PMC9021283,doi:10.1038/s41540-022-00221-0,Comprehensive network medicine-based drug repositioning via integration of therapeutic efficacy and side effects.,"Despite advances in modern medicine that led to improvements in cardiovascular outcomes, cardiovascular disease (CVD) remains the leading cause of mortality and morbidity globally. Thus, there is an urgent need for new approaches to improve CVD drug treatments. As the development time and cost of drug discovery to clinical application are excessive, alternate strategies for drug development are warranted. Among these are included computational approaches based on omics data for drug repositioning, which have attracted increasing attention. In this work, we developed an adjusted similarity measure implemented by the algorithm SAveRUNNER to reposition drugs for cardiovascular diseases while, at the same time, considering the side effects of drug candidates. We analyzed nine cardiovascular disorders and two side effects. We formulated both disease disorders and side effects as network modules in the human interactome, and considered those drug candidates that are proximal to disease modules but far from side-effects modules as ideal. Our method provides a list of drug candidates for cardiovascular diseases that are unlikely to produce common, adverse side-effects. This approach incorporating side effects is applicable to other diseases, as well.",Algorithms|Cardiovascular Diseases|Drug Discovery|Drug Repositioning|Drug-Related Side Effects and Adverse Reactions|Humans,"Paci, Paola|Fiscon, Giulia|Conte, Federica|Wang, Rui-Sheng|Handy, Diane E|Farina, Lorenzo|Loscalzo, Joseph",NPJ systems biology and applications,2022,2022-04-20,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",HL119145,,,,,,U54,False,RADx-rad,Novel Biosensing and VOC
35379853,PMC8977568,doi:10.1038/s41598-022-09343-1,"A targetable 'rogue' neutrophil-subset, [CD11b+DEspR+] immunotype, is associated with severity and mortality in acute respiratory distress syndrome (ARDS) and COVID-19-ARDS.","Neutrophil-mediated secondary tissue injury underlies acute respiratory distress syndrome (ARDS) and progression to multi-organ-failure (MOF) and death, processes linked to COVID-19-ARDS. This secondary tissue injury arises from dysregulated neutrophils and neutrophil extracellular traps (NETs) intended to kill pathogens, but instead cause cell-injury. Insufficiency of pleiotropic therapeutic approaches delineate the need for inhibitors of dysregulated neutrophil-subset(s) that induce subset-specific apoptosis critical for neutrophil function-shutdown. We hypothesized that neutrophils expressing the pro-survival dual endothelin-1/VEGF-signal peptide receptor, DEspR, are apoptosis-resistant like DEspR+ cancer-cells, hence comprise a consequential pathogenic neutrophil-subset in ARDS and COVID-19-ARDS. Here, we report the significant association of increased peripheral DEspR+CD11b+ neutrophil-counts with severity and mortality in ARDS and COVID-19-ARDS, and intravascular NET-formation, in contrast to DEspR[-] neutrophils. We detect DEspR+ neutrophils and monocytes in lung tissue patients in ARDS and COVID-19-ARDS, and increased neutrophil RNA-levels of DEspR ligands and modulators in COVID-19-ARDS scRNA-seq data-files. Unlike DEspR[-] neutrophils, DEspR+CD11b+ neutrophils exhibit delayed apoptosis, which is blocked by humanized anti-DEspR-IgG4<sup>S228P</sup> antibody, hu6g8, in ex vivo assays. Ex vivo live-cell imaging of Rhesus-derived DEspR+CD11b+ neutrophils showed hu6g8 target-engagement, internalization, and induction of apoptosis. Altogether, data identify DEspR+CD11b+ neutrophils as a targetable 'rogue' neutrophil-subset associated with severity and mortality in ARDS and COVID-19-ARDS.",COVID-19|Extracellular Traps|Humans|Immunophenotyping|Neutrophils|Respiratory Distress Syndrome,"Herrera, Victoria L M|Walkey, Allan J|Nguyen, Mai Q|Gromisch, Christopher M|Mosaddhegi, Julie Z|Gromisch, Matthew S|Jundi, Bakr|Lukassen, Soeren|Carstensen, Saskia|Denis, Ridiane|Belkina, Anna C|Baron, Rebecca M|Pinilla-Vera, Mayra|Mueller, Meike|Kimberly, W Taylor|Goldstein, Joshua N|Lehmann, Irina|Shih, Angela R|Eils, Roland|Levy, Bruce D|Ruiz-Opazo, Nelson",Scientific reports,2022,2022-04-04,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",HL119145,,,,,,U54,False,RADx-rad,Novel Biosensing and VOC
35972248,PMC9476932,doi:10.1128/mra.00681-22,"Genome Sequences of Anelloviruses, Genomovirus, and Papillomavirus Isolated from Nasal Pharyngeal Swabs.","The genome sequences of three anelloviruses (genus <i>Alphatorquevirus</i>), a genomovirus (genus <i>Gemykolovirus</i>), and an unclassified papillomavirus were identified in four human nasopharyngeal swabs, and one was positive for influenza A and one for influenza B virus. The influenza B virus-positive sample had a coinfection with an anellovirus and a papillomavirus.",,"Collins, Courtney L|Kraberger, Simona|Fontenele, Rafaela S|Faleye, Temitope O C|Adams, Deborah|Adhikari, Sangeet|Sandrolini, Helen|Finnerty, Sarah|Halden, Rolf U|Scotch, Matthew|Varsani, Arvind",Microbiology resource announcements,2022,2022-09-15,Journal Article,LM013129,,,,,,U01,True,RADx-rad,Wastewater
35167743,PMC9055838,doi:10.1021/acsami.1c20141,Giant Magnetoresistance Biosensors in Biomedical Applications.,"The giant magnetoresistance (GMR) effect has seen flourishing development from theory to application in the last three decades since its discovery in 1988. Nowadays, commercial devices based on the GMR effect, such as hard-disk drives, biosensors, magnetic field sensors, microelectromechanical systems (MEMS), etc., are available in the market, by virtue of the advances in state-of-the-art thin-film deposition and micro- and nanofabrication techniques. Different types of GMR biosensor arrays with superior sensitivity and robustness are available at a lower cost for a wide variety of biomedical applications. In this paper, we review the recent advances in GMR-based biomedical applications including disease diagnosis, genotyping, food and drug regulation, brain and cardiac mapping, etc. The GMR magnetic multilayer structure, spin valve, and magnetic granular structure, as well as fundamental theories of the GMR effect, are introduced at first. The emerging topic of flexible GMR for wearable biosensing is also included. Different GMR pattern designs, sensor surface functionalization, bioassay strategies, and on-chip accessories for improved GMR performances are reviewed. It is foreseen that combined with the state-of-the-art complementary metal-oxide-semiconductor (CMOS) electronics, GMR biosensors hold great promise in biomedicine, particularly for point-of-care (POC) disease diagnosis and wearable devices for real-time health monitoring.",Biosensing Techniques|Electronics|GMR|Magnetics|Micro-Electrical-Mechanical Systems|Wearable Electronic Devices|brain mapping|cardiac mapping|disease diagnosis|flexible sensor|food safety|genotyping,"Wu, Kai|Tonini, Denis|Liang, Shuang|Saha, Renata|Chugh, Vinit Kumar|Wang, Jian-Ping",ACS applied materials & interfaces,2022,2022-03-02,Journal Article|Review,DE030832,,,,,,R42,False,RADx-rad,Novel Biosensing and VOC
36363914,PMC9695810,doi:10.3390/mi13111892,"Glass-to-Glass Fusion Bonding Quality and Strength Evaluation with Time, Applied Force, and Heat.","A bonding process was developed for glass-to-glass fusion bonding using Borofloat 33 wafers, resulting in high bonding yield and high flexural strength. The Borofloat 33 wafers went through a two-step process with a pre-bond and high-temperature bond in a furnace. The pre-bond process included surface activation bonding using O<sub>2</sub> plasma and N<sub>2</sub> microwave (MW) radical activation, where the glass wafers were brought into contact in a vacuum environment in an EVG 501 Wafer Bonder. The optimal hold time in the EVG 501 Wafer bonder was investigated and concluded to be a 3 h hold time. The bonding parameters in the furnace were investigated for hold time, applied force, and high bonding temperature. It was concluded that the optimal parameters for glass-to-glass Borofloat 33 wafer bonding were at 550 °C with a hold time of 1 h with 550 N of applied force.",Borofloat glass|fusion bonding|plasma activation|wafer bonding,"Trinh, Nhi N|Simms, Leslie A|Chew, Bradley S|Weinstein, Alexander|La Saponara, Valeria|McCartney, Mitchell M|Kenyon, Nicholas J|Davis, Cristina E",Micromachines,2022,2022-11-02,Journal Article,TR003795,,,,,,U18,False,RADx-rad,SCENT
36564419,PMC9789147,doi:10.1038/s41467-022-35537-2,Glucose absorption drives cystogenesis in a human organoid-on-chip model of polycystic kidney disease.,"In polycystic kidney disease (PKD), fluid-filled cysts arise from tubules in kidneys and other organs. Human kidney organoids can reconstitute PKD cystogenesis in a genetically specific way, but the mechanisms underlying cystogenesis remain elusive. Here we show that subjecting organoids to fluid shear stress in a PKD-on-a-chip microphysiological system promotes cyst expansion via an absorptive rather than a secretory pathway. A diffusive static condition partially substitutes for fluid flow, implicating volume and solute concentration as key mediators of this effect. Surprisingly, cyst-lining epithelia in organoids polarize outwards towards the media, arguing against a secretory mechanism. Rather, cyst formation is driven by glucose transport into lumens of outwards-facing epithelia, which can be blocked pharmacologically. In PKD mice, glucose is imported through cysts into the renal interstitium, which detaches from tubules to license expansion. Thus, absorption can mediate PKD cyst growth in human organoids, with implications for disease mechanism and potential for therapy development.",Animals|Cysts|Epithelium|Humans|Kidney|Mice|Organoids|Polycystic Kidney Diseases,"Li, Sienna R|Gulieva, Ramila E|Helms, Louisa|Cruz, Nelly M|Vincent, Thomas|Fu, Hongxia|Himmelfarb, Jonathan|Freedman, Benjamin S",Nature communications,2022,2022-12-23,"Journal Article|Research Support, N.I.H., Extramural",HL152401,,,,,,U01,True,RADx-rad,Novel Biosensing and VOC
36185166,PMC9513748,doi:10.1021/acsanm.2c01986,Gold Nanopyramid Arrays for Non-Invasive Surface-Enhanced Raman Spectroscopy-Based Gastric Cancer Detection via sEVs.,"Gastric cancer (GC) is one of the most common and lethal types of cancer affecting over one million people, leading to 768,793 deaths globally in 2020 alone. The key for improving the survival rate lies in reliable screening and early diagnosis. Existing techniques including barium-meal gastric photofluorography and upper endoscopy can be costly and time-consuming and are thus impractical for population screening. We look instead for small extracellular vesicles (sEVs, currently also referred as exosomes) sized ⌀ 30-150 nm as a candidate. sEVs have attracted a significantly higher level of attention during the past decade or two because of their potentials in disease diagnoses and therapeutics. Here, we report that the composition information of the collective Raman-active bonds inside sEVs of human donors obtained by surface-enhanced Raman spectroscopy (SERS) holds the potential for non-invasive GC detection. SERS was triggered by the substrate of gold nanopyramid arrays we developed previously. A machine learning-based spectral feature analysis algorithm was developed for objectively distinguishing the cancer-derived sEVs from those of the non-cancer sub-population. sEVs from the tissue, blood, and saliva of GC patients and non-GC participants were collected (<i>n</i> = 15 each) and analyzed. The algorithm prediction accuracies were reportedly 90, 85, and 72%. ""Leave-a-pair-of-samples out"" validation was further performed to test the clinical potential. The area under the curve of each receiver operating characteristic curve was 0.96, 0.91, and 0.65 in tissue, blood, and saliva, respectively. In addition, by comparing the SERS fingerprints of individual vesicles, we provided a possible way of tracing the biogenesis pathways of patient-specific sEVs from tissue to blood to saliva. The methodology involved in this study is expected to be amenable for non-invasive detection of diseases other than GC.",,"Liu, Zirui|Li, Tieyi|Wang, Zeyu|Liu, Jun|Huang, Shan|Min, Byoung Hoon|An, Ji Young|Kim, Kyoung Mee|Kim, Sung|Chen, Yiqing|Liu, Huinan|Kim, Yong|Wong, David T W|Huang, Tony Jun|Xie, Ya-Hong",ACS applied nano materials,2022,2022-09-23,Journal Article,TR003778,,,,,,U18,False,RADx-rad,Exosome
36354449,PMC9688365,doi:10.3390/bios12110938,An Experimental Framework for Developing Point-of-Need Biosensors: Connecting Bio-Layer Interferometry and Electrochemical Impedance Spectroscopy.,"Biolayer interferometry (BLI) is a well-established laboratory technique for studying biomolecular interactions important for applications such as drug development. Currently, there are interesting opportunities for expanding the use of BLI in other fields, including the development of rapid diagnostic tools. To date, there are no detailed frameworks for implementing BLI in target-recognition studies that are pivotal for developing point-of-need biosensors. Here, we attempt to bridge these domains by providing a framework that connects output(s) of molecular interaction studies with key performance indicators used in the development of point-of-need biosensors. First, we briefly review the governing theory for protein-ligand interactions, and we then summarize the approach for real-time kinetic quantification using various techniques. The 2020 PRISMA guideline was used for all governing theory reviews and meta-analyses. Using the information from the meta-analysis, we introduce an experimental framework for connecting outcomes from BLI experiments (<i>K</i><sub>D</sub>, <i>k</i><sub>on</sub>, <i>k</i><sub>off</sub>) with electrochemical (capacitive) biosensor design. As a first step in the development of a larger framework, we specifically focus on mapping BLI outcomes to five biosensor key performance indicators (sensitivity, selectivity, response time, hysteresis, operating range). The applicability of our framework was demonstrated in a study of case based on published literature related to SARS-CoV-2 spike protein to show the development of a capacitive biosensor based on truncated angiotensin-converting enzyme 2 (ACE2) as the receptor. The case study focuses on non-specific binding and selectivity as research goals. The proposed framework proved to be an important first step toward modeling/simulation efforts that map molecular interactions to sensor design.",Biosensing Techniques|COVID-19|Dielectric Spectroscopy|Humans|Interferometry|SARS-CoV-2|analytical sensing|binding kinetics|biosensor design|molecular affinity|protein–protein interaction,"Ullah, Sadia Fida|Moreira, Geisianny|Datta, Shoumen Palit Austin|McLamore, Eric|Vanegas, Diana",Biosensors,2022,2022-10-29,Journal Article|Meta-Analysis,AA029328,,,,,,U01,False,RADx-rad,Automatic Detection & Tracing
35466998,,doi:10.1093/eurheartj/ehac201,HFp2EF: heart failure with pulmonary dysfunction and preserved ejection fraction?,,"Heart Failure|Humans|Lung|National Heart, Lung, and Blood Institute (U.S.)|Stroke Volume|United States|Ventricular Function, Left","Maron, Bradley A|Humbert, Marc",European heart journal,2022,2022-06-14,"Comment|Editorial|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",HL119145,,,,,,U54,False,RADx-rad,Novel Biosensing and VOC
35332292,PMC9200603,doi:10.1038/s41563-022-01210-8,Harmonic acoustics for dynamic and selective particle manipulation.,"Precise and selective manipulation of colloids and biological cells has long been motivated by applications in materials science, physics and the life sciences. Here we introduce our harmonic acoustics for a non-contact, dynamic, selective (HANDS) particle manipulation platform, which enables the reversible assembly of colloidal crystals or cells via the modulation of acoustic trapping positions with subwavelength resolution. We compose Fourier-synthesized harmonic waves to create soft acoustic lattices and colloidal crystals without using surface treatment or modifying their material properties. We have achieved active control of the lattice constant to dynamically modulate the interparticle distance in a high-throughput (>100 pairs), precise, selective and reversible manner. Furthermore, we apply this HANDS platform to quantify the intercellular adhesion forces among various cancer cell lines. Our biocompatible HANDS platform provides a highly versatile particle manipulation method that can handle soft matter and measure the interaction forces between living cells with high sensitivity.",Acoustics|Colloids|Materials Science,"Yang, Shujie|Tian, Zhenhua|Wang, Zeyu|Rufo, Joseph|Li, Peng|Mai, John|Xia, Jianping|Bachman, Hunter|Huang, Po-Hsun|Wu, Mengxi|Chen, Chuyi|Lee, Luke P|Huang, Tony Jun",Nature materials,2022,2022-05-01,"Journal Article|Research Support, N.I.H., Extramural|Research Support, U.S. Gov't, Non-P.H.S.",TR003778,,,,,,U18,False,RADx-rad,Exosome
35759871,PMC11926770,doi:10.1146/annurev-micro-041020-111511,Harnessing the Immune Response to Fungal Pathogens for Vaccine Development.,"Invasive fungal infections are emerging diseases that kill over 1.5 million people per year worldwide. With the increase of immunocompromised populations, the incidence of invasive fungal infections is expected to continue to rise. Vaccines for viral and bacterial infectious diseases have had a transformative impact on human health worldwide. However, no fungal vaccines are currently in clinical use. Recently, interest in fungal vaccines has grown significantly. One <i>Candida</i> vaccine has completed phase 2 clinical trials, and research on vaccines against coccidioidomycosis continues to advance. Additionally, multiple groups have discovered various <i>Cryptococcus</i> mutant strains that promote protective responses to subsequent challenge in mouse models. There has also been progress in antibody-mediated fungal vaccines. In this review, we highlight recent fungal vaccine research progress, outline the wealth of data generated, and summarize current research for both fungal biology and immunology studies relevant to fungal vaccine development. We also review technological advancements in vaccine development and highlight the future prospects of a human vaccine against invasive fungal infections.",Animals|Fungal Vaccines|Humans|Immunity|Invasive Fungal Infections|Mice|T cells|Vaccine Development|Vaccines|adaptive immunity|fungal infections|fungal vaccines|innate immunity|trained immunity,"Rivera, Amariliz|Lodge, Jennifer|Xue, Chaoyang",Annual review of microbiology,2022,2022-09-08,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Review",HL150852,,,,,,U01,False,RADx-rad,Novel Biosensing and VOC
35710904,PMC9200942,doi:10.1038/s41467-022-31014-y,A sound approach to advancing healthcare systems: the future of biomedical acoustics.,"Newly developed acoustic technologies are playing a transformational role in life science and biomedical applications ranging from the activation and inactivation of mechanosensitive ion channels for fundamental physiological processes to the development of contact-free, precise biofabrication protocols for tissue engineering and large-scale manufacturing of organoids. Here, we provide our perspective on the development of future acoustic technologies and their promise in addressing critical challenges in biomedicine.",Acoustics|Delivery of Health Care|Organoids|Sound|Tissue Engineering,"Rufo, Joseph|Zhang, Peiran|Zhong, Ruoyu|Lee, Luke P|Huang, Tony Jun",Nature communications,2022,2022-06-16,"Journal Article|Research Support, N.I.H., Extramural|Research Support, U.S. Gov't, Non-P.H.S.|Review",TR003778,,,,,,U18,False,RADx-rad,Exosome
36417505,PMC9683722,doi:10.1126/sciadv.ade0640,A solution to the biophysical fractionation of extracellular vesicles: Acoustic Nanoscale Separation via Wave-pillar Excitation Resonance (ANSWER).,"High-precision isolation of small extracellular vesicles (sEVs) from biofluids is essential toward developing next-generation liquid biopsies and regenerative therapies. However, current methods of sEV separation require specialized equipment and time-consuming protocols and have difficulties producing highly pure subpopulations of sEVs. Here, we present Acoustic Nanoscale Separation via Wave-pillar Excitation Resonance (ANSWER), which allows single-step, rapid (<10 min), high-purity (>96% small exosomes, >80% exomeres) fractionation of sEV subpopulations from biofluids without the need for any sample preprocessing. Particles are iteratively deflected in a size-selective manner via an excitation resonance. This previously unidentified phenomenon generates patterns of virtual, tunable, pillar-like acoustic field in a fluid using surface acoustic waves. Highly precise sEV fractionation without the need for sample preprocessing or complex nanofabrication methods has been demonstrated using ANSWER, showing potential as a powerful tool that will enable more in-depth studies into the complexity, heterogeneity, and functionality of sEV subpopulations.",,"Zhang, Jinxin|Chen, Chuyi|Becker, Ryan|Rufo, Joseph|Yang, Shujie|Mai, John|Zhang, Peiran|Gu, Yuyang|Wang, Zeyu|Ma, Zhehan|Xia, Jianping|Hao, Nanjing|Tian, Zhenhua|Wong, David T W|Sadovsky, Yoel|Lee, Luke P|Huang, Tony Jun",Science advances,2022,2022-11-25,Journal Article,TR003778,,,,,,U18,False,RADx-rad,Exosome
35532905,PMC9112978,doi:10.1021/acs.analchem.2c00554,Aptamer Sandwich Lateral Flow Assay (AptaFlow) for Antibody-Free SARS-CoV-2 Detection.,"The COVID-19 pandemic is among the greatest health and socioeconomic crises in recent history. Although COVID-19 vaccines are being distributed, there remains a need for rapid testing to limit viral spread from infected individuals. We previously identified the SARS-CoV-2 spike protein N-terminal domain (NTD) binding DNA aptamer 1 (SNAP1) for detection of SARS-CoV-2 virus by aptamer-antibody sandwich enzyme-linked immunoassay (ELISA) and lateral flow assay (LFA). In this work, we identify a new aptamer that also binds at the NTD, named SARS-CoV-2 spike protein NTD-binding DNA aptamer 4 (SNAP4). SNAP4 binds with high affinity (<30 nM) for the SARS-CoV-2 spike protein, a 2-fold improvement over SNAP1. Furthermore, we utilized both SNAP1 and SNAP4 in an aptamer sandwich LFA (AptaFlow), which detected SARS-CoV-2 UV-inactivated virus at concentrations as low as 10<sup>6</sup> copies/mL. AptaFlow costs <$1 per test to produce, provides results in <1 h, and detects SARS-CoV-2 at concentrations that indicate higher viral loads and a high probability of contagious transmission. AptaFlow is a potential approach for a low-cost, convenient antigen test to aid the control of the COVID-19 pandemic.","Antibodies, Viral|Aptamers, Nucleotide|COVID-19|COVID-19 Vaccines|Humans|Pandemics|SARS-CoV-2|Spike Glycoprotein, Coronavirus","Yang, Lucy F|Kacherovsky, Nataly|Panpradist, Nuttada|Wan, Ruixuan|Liang, Joey|Zhang, Bo|Salipante, Stephen J|Lutz, Barry R|Pun, Suzie H",Analytical chemistry,2022,2022-05-24,"Journal Article|Research Support, N.I.H., Extramural",AA029316,,,,,,U01,False,RADx-rad,Automatic Detection & Tracing
35451201,PMC9443928,doi:10.1002/ppul.25939,DNA sequencing analysis of cystic fibrosis transmembrane conductance regulator gene identifies cystic fibrosis-associated variants in the Severe Asthma Research Program.,"Heterozygote carriers of potentially pathogenic variants in the cystic fibrosis transmembrane conductance regulator (CFTR) gene have increased asthma risk. However, the frequency and impact of CFTR variation among individuals with asthma is unknown. To determine whether potentially pathogenic CFTR variants associate with disease severity and whether individuals with two potentially pathogenic variants exist in a severe asthma-enriched cohort. We analyzed sequencing data spanning a 190.5Kb region of CFTR in participants from the Severe Asthma Research Program (SARP1-3). Potentially pathogenic, rare CFTR variants (frequency < 0.05) were classified as CF-causing or of varying clinical consequences (VVCC) (CFTR2. org). Regression-based models tested for association between CFTR genotypes (0-2 potentially pathogenic variants) and severity outcomes. Of 1401 participants, 9.5% (134) had one potentially pathogenic variant, occurring more frequently in non-Hispanic white (NHW, 10.1% [84 of 831]) compared to African American individuals (AA, 5.2% [22 of 426]). We found ≥2 potentially pathogenic CFTR variants in 1.4% (19); 0.5% (4) of NHW and 2.8% (12) of AA. Potentially pathogenic CFTR variant genotypes (≥1 or ≥2 variants) were not cumulatively associated with lung function or exacerbations. In NHW, we found three F508del compound heterozygotes with F508del and a VVCC (two 5 T; TG12[c.1210-11 T > G] and one Arg1070Trp) and a homozygote for the VVCC, 5 T; TG12. We found potentially pathogenic CFTR variants within a severe asthma-enriched cohort, including three compound heterozygote genotypes variably associated with CF in NHW individuals. These findings provide the rationale for CFTR sequencing and phenotyping of CF-related traits in individuals with severe asthma.","Asthma|CF-Asthma Overlap|CFTR|Cystic Fibrosis|Cystic Fibrosis Transmembrane Conductance Regulator|Humans|Mutation|Sequence Analysis, DNA|cystic fibrosis|heterozygote carriers","Izquierdo, Manuel E|Marion, Chad R|Moore, Wendy C|Raraigh, Karen S|Taylor-Cousar, Jennifer L|Cutting, Gary R|Ampleford, E|Hawkins, Gregory A|Zein, Joe|Castro, M|Denlinger, Loren C|Erzurum, Serpil C|Fahy, John V|Israel, Elliot|Jarjour, Nizar N|Mauger, David|Levy, Bruce D|Wenzel, Sally E|Woodruff, Prescott|Bleecker, Eugene R|Meyers, Deborah A|Ortega, Victor E",Pediatric pulmonology,2022,2022-07-01,"Letter|Research Support, N.I.H., Extramural",HL146002,,,,,,U01,True,RADx-rad,Novel Biosensing and VOC
36082611,,doi:10.1542/hpeds.2022-006524,Examining the Association Between MIS-C and the Child Opportunity Index at a Single Center.,"To describe associations between the Child Opportunity Index (COI) and multisystem inflammatory syndrome of childhood (MIS-C) diagnosis among hospitalized children. We used a retrospective case control study design to examine children ≤21 years hospitalized at a single, tertiary care children's hospital between March 2020 and June 2021. Our study population included children diagnosed with MIS-C (n = 111) and a control group of children hospitalized for MIS-C evaluation who had an alternative diagnosis (n = 61). Census tract COI was the exposure variable, determined using the patient's home address mapped to the census tract. Our outcome measure was MIS-C diagnosis. Odds ratios measured associations between COI and MIS-C diagnosis. Our study population included 111 children diagnosed with MIS-C and 61 children evaluated but ruled out for MIS-C. The distribution of census tract overall COI differed significantly between children diagnosed with MIS-C compared with children with an alternate diagnosis (P = .03). Children residing in census tracts with very low to low overall COI (2.82, 95% confidence interval [CI]: 1.29-6.17) and very low to low health/environment COI (4.69, 95% CI 2.21-9.97) had significantly higher odds of being diagnosed with MIS-C compared with children living in moderate and high to very high COI census tracts, respectively. Census tract child opportunity is associated with MIS-C diagnosis among hospitalized children suggesting an important contribution of place-based determinants in the development of MIS-C.",COVID-19|Case-Control Studies|Child|Hospitalization|Humans|Retrospective Studies|SARS-CoV-2,"Tyris, Jordan|Boggs, Kaitlyn|Bost, James|Dixon, Gabrina|Gayle, Tamara|Harahsheh, Ashraf S|Sharron, Matthew P|Majumdar, Suvankar|Krishnan, Anita|Smith, Karen|Goyal, Monika K|Parikh, Kavita",Hospital pediatrics,2022,2022-10-01,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, P.H.S.",HD105591,,,,,,R61,False,RADx-rad,PreVAIL kIds
34736099,PMC8643320,doi:10.1016/j.bios.2021.113730,Acoustofluidic multimodal diagnostic system for Alzheimer's disease.,"Alzheimer's disease (AD) is a progressive and irreversible neurodegenerative brain disorder that affects tens of millions of older adults worldwide and has significant economic and societal impacts. Despite its prevalence and severity, early diagnosis of AD remains a considerable challenge. Here we report an integrated acoustofluidics-based diagnostic system (ADx), which combines triple functions of acoustics, microfluidics, and orthogonal biosensors for clinically accurate, sensitive, and rapid detection of AD biomarkers from human plasma. We design and fabricate a surface acoustic wave-based acoustofluidic separation device to isolate and purify AD biomarkers to increase the signal-to-noise ratio. Multimodal biosensors within the integrated ADx are fabricated by in-situ patterning of the ZnO nanorod array and deposition of Ag nanoparticles onto the ZnO nanorods for surface-enhanced Raman scattering (SERS) and electrochemical immunosensors. We obtain the label-free detections of SERS and electrochemical immunoassay of clinical plasma samples from AD patients and healthy controls with high sensitivity and specificity. We believe that this efficient integration provides promising solutions for the early diagnosis of AD.","Acoustofluidics|Aged|Alzheimer Disease|Alzheimer's disease|Biosensing Techniques|Biosensor|Electrochemical|Humans|Immunoassay|Metal Nanoparticles|SERS|Silver|Spectrum Analysis, Raman","Hao, Nanjing|Wang, Zeyu|Liu, Pengzhan|Becker, Ryan|Yang, Shujie|Yang, Kaichun|Pei, Zhichao|Zhang, Peiran|Xia, Jianping|Shen, Liang|Wang, Lin|Welsh-Bohmer, Kathleen A|Sanders, Laurie|Lee, Luke P|Huang, Tony Jun",Biosensors & bioelectronics,2022,2022-01-15,Journal Article,TR003778,,,,,,U18,False,RADx-rad,Exosome
