project_num,dbgap_accession,research_initiative,sub_project,project_serial_num,title,focus,description
1R01DK130067-01,phs002657.v1.p1,RADx-rad,Multimodal Surveillance,DK130067,"Rapid Acceleration of Diagnostics - Radical (RADx-rad): Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources",COVID-19,"With older age and multiple comorbidities, dialysis patients are at high risk for serious complications, even death, from COVID-19. There is a large disproportionate representation of minorities, especially Blacks and Hispanics. Over 85% of hemodialysis patients travel three times a week to dialysis facilities to receive life-sustaining treatments and cannot shelter in place. There is a critical need to characterize COVID-19 transmission pathways in dialysis patients and clinics, identify potential coronavirus carriers, and develop procedures to curb the spread. With regular medical encounters, a large amount of data has been collected for each patient over time. These data have not been fully utilized for COVID-19 prediction and control in dialysis clinics. We seek to leverage demographic, clinical, treatment, laboratory, socioeconomic, serological, metabolomic, wearable and machine-integrated sensors, and COVID-19 surveillance data to develop mathematical and statistical models, and implement them in a large number of dialysis clinics. The mathematical and statistical modeling using multiple data resources will help us understand how COVID-19 spread in dialysis facilities, identify potential COVID-19 patients before symptoms appear, and identify potential asymptomatic COVID-19 patients. We will develop novel mathematical and statistical models that fully utilize the high dimensional multimodal data available to us and other dialysis providers. We capitalize on the intrinsic advantages of hemodialysis clinics to implement and validate the proposed prediction models. We firmly believe that this cross-disciplinary effort will improve safety of patient and staff while delivering high-quality, individualized care to the high-risk population."
1U01DA053893-01,phs002679.v1.p1,RADx-rad,Wastewater,DA053893,Rapid Acceleration of Diagnostics - Radical (RADx-rad): Wastewater Detection of COVID-19,COVID-19,"When faced with a pandemic such as SARS-Coronavirus-2 (SAR-CoV-2), the virus responsible for COVID-19, timely risk assessment and action are required to prevent public health impacts to entire communities. Because infected individuals may not have access to testing or may be asymptomatic, a proactive approach to detect the virus and to develop public health strategy to mitigate virus spread is needed. Recent studies have detected SAR-CoV-2 genetic material in sewage and demonstrated a positive correlation between the concentration of viral markers and reported cases1-5. The Coronavirus Sewershed Surveillance Project (CSSP) is a collaborative effort to monitor sewersheds for genetic indicators of COVID-19 in wastewater and to provide additional, population-level information about virus circulation that is not captured by clinical testing. Untreated wastewater (influent) samples are screened weekly from selected sewersheds and targeted micro-sewersheds for detection and &#8220;true&#8221; prevalence. Congregate facilities provide unique opportunities for study, because they are controlled populations where the precise number and timing of infections can be defined. Our team will utilize detailed monitoring of congregate facilities to define the precise per patient contribution and longevity of SARS-COV-2 RNA to wastewater by 1) increasing the number of tested facilities, 2) altering the frequency at which samples are collected, and 3) comparing collected sewershed data to clinical patient case data. Although SARS-COV-2 contribution/patient varies among communities, there have been clear outlier communities that produce little or no genetic material in the wastewater, despite the presence of known outbreaks. The reason for this lost signal is not known, so our team will define factors that contribute to SARS-COV-2 signal suppression in wastewater by 1) defining the physical nature of the genetic material in the sewershed to better understand the types of factors that could suppress signal, 2) expanding testing within sewersheds with suppressed signal and from additional facilities with similar population and industry demographics as those with suppressed signal to narrow the sources of signal suppression, 3) performing exhaustive chemical characterization to compare wastewater in suppressed locations and not suppressed locations, in order to identify candidate compounds that could be causing suppression, and 4) obtaining or generating candidate inhibitors and testing their ability to suppress signal from viral genetic material in a controlled experimental setting. Our team will further evaluate the utility of using wastewater RNA to determine what viral variants are circulating in a community. Towards this, we will 1) evaluate different methods, such as variant specific qPCR and targeted high throughput sequencing, for characterizing genetic material in wastewater, 2) develop methods for evaluating existing and emerging variants from wastewater, and 3) design platforms for communicating wastewater variant results to the public. "
1R44DE030852-01,phs002685.v1.p1,RADx-rad,Novel Biosensing and VOC,DE030852,Rapid Acceleration of Diagnostics - Radical (RADx-rad): DNA Star SAS-CoV-2 Rapid Test,COVID-19,"Automated, rapid diagnostics with little sample collection and preparation are needed to identify and trace affected persons in times when hyper-infectious pathogens cause pandemics. Frequent, low cost and highly scalable testing is the only way to gain visibility on the magnitude of the pandemic and ultimately control the spread of the disease. We propose the development of a unique system that can cheaply and readily detect SARS-CoV-2 in saliva samples. The development of a system that uses saliva presents an opportunity to readily test patients using a sample that is easily collected and harbors high concentration of viral particles. The SARS-CoV-2 pandemic has predominantly affected individuals with pre-existing conditions such as clotting disorders, diabetes, hypertension or other chronic diseases. Patients with these pre-existing conditions, who are then infected, have exacerbated symptoms and complications that can lead to death. For example, many patients that have succumbed to SARS-CoV-2 infection have developed blood clots that have impaired pulmonary or cardiac function and ultimately cardiac failure. A rapid diagnostic using easily collected samples (e.g. saliva) would allow for infections to be identified sooner, therapies to be administered quicker, treatment to be monitored, and ultimately leading to fewer individuals that succumb to the infection. We outline a novel DNA Star biosensing approach based on the fact that viruses, such as SARS- CoV-2, express unique spatial patterns of antigens on their surfaces, facilitating multivalent binding to host cells for infection. These configurations of epitopes drive the high sensitivity and specificity of our assay. Based on this naturally occurring binding mechanism, we developed a rational design approach producing pattern matching designer DNA architecture for viral sensing. A proof-of-concept Dengue virus (DENV) rapid diagnostics was developed to demonstrate its power; DENV surface antigens present the most complex geometric pattern among all known pathogens, a DNA star linked 10-aptamers nanostructure that offers polyvalent, spatial DENV- epitope pattern matching interactions has provided high DENV-binding avidity and specificity, increasing affinity by ~1,000&#215; compared to the conventional aptamer approach which relies on monovalent aptamer-epitope interactions. Our POCT diagnostics detected intact DENV virions in patient samples with PCR equivalent sensitivity in &lt;2 mins at a cost &lt;$0.15. Current RT-PCR molecular test is suited to large, centralized laboratories, and difficult to scale for rapid testing of samples and delivery of results to clinicians and patients. Immunoassay tests have lower sensitivity, and patients need to develop a response to the virus in order to detect the antibody response. Our ""DNA star"" biosensor-based rapid diagnostics will provide the infrastructure for real time SARS-CoV-2 diagnostics that is easy to use (instrument-free), faster (sample to results in minutes) and cost effective (~$3 per test)."
3U01HL146002-04S2,phs002689.v1.p1,RADx-rad,Novel Biosensing and VOC,HL146002,Rapid Acceleration of Diagnostics - Radical (RADx-rad): A Rapid Saliva Antigen Test for SARs-CoV-2 Detection,COVID-19,"The pandemic caused by COVID-19 has been associated with a very high disease burden as well as high global financial costs. With this pandemic came massive shut downs of both private and public businesses including schools, retail stores, and restaurants. In order to be able to safely open these places of business and have millions of workers return to work and children return to school safely, there is a dire need for a rapid, simple, and inexpensive test which can be administered in non-clinical settings including businesses, schools, and even at home. There are over 600 tests currently being developed, including potentially promising tests using saliva samples and nasopharyngeal swabs. However, these tests have several disadvantages including requirement of instruments, discomfort with nasopharyngeal swabs, and/or long processing time.In this proposal, we aim to develop a simple, low-cost, rapid saliva-based test using test strips that incorporate novel high affinity SARS-CoV-2 binder nanodiscs. Our aims are focused on producing and optimizing the test strip components and performing a feasibility study on archived patient samples. By completing these goals, we hope to produce test strips that have the capability of use in office settings, schools, sports events, and potentially at home. To achieve these goals, we have established a partnership between bioActive Labs LLC, led by Dr. Jeff Hall who has more than 25 years of experience in design and development of medical diagnostics, and our lab which has engineered the new binder proteins and developed the SARS-CoV-2 assays."
1U01DC019578-01,phs002699.v1.p1,RADx-rad,Chemosensory Testing,DC019578,Rapid Acceleration of Diagnostics - Radical (RADx-rad): SCENTinel: A Rapid Smell Test for COVID-19 Surveillance,COVID-19,"Smell loss is a predominant symptom of COVID-19, and initial evidence based on self-reports suggests that chemosensory loss is a sensitive predictor of COVID-19 in the general population, more so than fever. However, given the natural lack of awareness of chemosensory changes, self-reports underestimate the true prevalence of smell loss in patients with COVID-19 by 20% compared to an objective test. Therefore, we propose testing and deploying a rapid and objective measure of smell ability, the SCENTinel test, inspired by the NIH Toolbox&#174; Odor Identification Test that our team developed. SCENTinel is an inexpensive, convenient, and robust smell test for COVID-19 surveillance of the population that quickly and easily assesses three smell loss factors: odor detection, odor intensity, and odor identification. It is designed for practical use in several contexts, including high-density areas, such as community medical sites, universities, subacute care facilities, and both industrial and nonindustrial workplaces. Our multi-disciplinary team has expertise in understanding taste and smell, developing and validating chemosensory tests, and studying the broad symptomatology of COVID-19. This project aims to a) fine-tune SCENTinel's ability to predict a positive COVID-19 diagnostic test; b) examine marginal smell loss as a sign of the earliest phases of COVID-19, before a positive diagnostic test; and c) assess the test's psychometric validity with test-retest reliability measures and validation against the NIH Toolbox&#174; Odor Identification Test. Together, these aims will establish a standardized protocol for use of SCENTinel as a rapid and objective smell test that can easily be incorporated into onsite COVID-19 testing centers, schools, and workplaces nationwide. Furthermore, it will provide key insights into early-onset chemosensory symptoms in relation to a confirmed COVID-19 diagnosis, providing a crucially needed means to contain the spread of COVID-19. "
1U01AA029331-01,phs002700.v1.p1,RADx-rad,Automatic Detection & Tracing,AA029331,Rapid Acceleration of Diagnostics - Radical (RADx-rad): Nanobody-based Electrochemical Biosensor for Real-Time Detection of Aerosolized SARS-CoV2,COVID-19,"Coronavirus 2019 (COVID-19) has afflicted 6.2 million Americans and killed 190,000 as of early September 2020 (WHO website); a roughly 3% mortality. Between a shortage in testing and unidentified asymptomatic individuals, the actual number of those infected could be 6 to 24-fold higher than that reported. SARS-CoV-2 (CoV-2), the virus underlying the disease, results in a range of symptoms; in select cases a severe respiratory illness that impedes breathing that could lead to hospitalization and death. CoV-2 is transmitted person-to-person via inhalation of the virus through mucosal membranes of the nose and throat from transfer after touching a contaminated surface or by inhaling aerosolized virus. Unfortunately, COVID-19 is likely to be prevalent well into 2021 and beyond. We must increase our ability to test for CoV-2. First, testing is needed to diagnose individuals that are symptomatic or asymptomatic to reduce community spread. And second, monitoring gathering areas for airborne virus that could inform the decision to shutdown a space or implement disinfection and mitigation of an area. We propose to use an electrochemical biosensor in two detection devices, 1) a diagnostic breathalyzer for instant detection of CoV-2 and 2) an airborne detector for real-time, continuous surveillance of a large space. We have developed a novel ultra-sensitive, antibody-based electrochemical biosensor to detect CoV-2 repeat binding domain (RBD) spike protein. The technology is based on a micro-immunoelectrode (MIE) biosensor pioneered by the Cirrito laboratory to study protein dynamics in the setting of neurodegeneration (2,3). The biosensor uses voltammetry to measure the oxidation of tyrosine amino acids; oxidation is the release of electrons that the biosensor measures as a change in current. Antibodies are covalently attached to the electrode surface to provide selectivity. Our prototype CoV-2 biosensor is sensitive to 2 femtogram/ml, compared to several current CoV-2 antigen tests that are sensitive to the low picogram/ml range. The proposal will first (Aim 1) optimize our CoV-2 biosensor to detect CoV-2 viral particles, as well as test several parameters to increase sensitivity and longevity. Aim 2 will build a test breathalyzer that will utilize a nebulizer to generate virus laden air containing aerosol droplets similar to a breath that contain defined concentrations of CoV-2 viral particles. Aim 3 will test the airborne biosensor in a realistic environment. Co-I Chakrabarty's laboratory has unique capabilities of mimicking real-world environmental conditions, especially in the context of atmospheric aerosols, necessary for testing and optimizing the biosensor&#39;s performance for field deployment. Atmospheric conditions include relative humidity (RH) and temperature, as well as common airborne pollutants found indoors. Finding novel means to detect the CoV-2, as well as create a platform to detect other and future pathogens, would enable us to limit the viral spread throughout the community in the current and future pandemics. "
1R44DE030842-01,phs002702.v1.p1,RADx-rad,Novel Biosensing and VOC,DE030842,Rapid Acceleration of Diagnostics - Radical (RADx-rad): A Scalable Aptamer-Based Electrochemical Biosensor for Rapid Detection of SARS-CoV-2 from Saliva,COVID-19,"This study is designed to develop an aptamer-based electrochemical detection platform with SARS-CoV-2 as the model system to demonstrate its performance. As this study is a technology development, the data generated do not involve anything related to human samples or human subjects. The project's goals will be relayed as a data summary in the form of a presentation recapping the study journey and performance characteristics including: LOD scores, sensitivity, specificity, throughput, etc. of the minimal viable prototype platform developed as a result of this technology-based development project supported by the NIH."
1U18TR003807-01,phs002709.v1.p1,RADx-rad,Exosome,TR003807,Rapid Acceleration of Diagnostics - Radical (RADx-rad): Multiparametric Integrated Molecular Detection of SARS-CoV-2 from Biofluids by Adapting Single Extracellular Vesicle Characterization Technologies,COVID-19," COVID-19, a global pandemic due to its rapid progression, is caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). There are different assays for COVID-19, including nucleic acid, serological, antigen, and ancillary tests used in hospitals. In this study we will develop a biochip assay that can simultaneously detect SARS-CoV-2 protein and RNA from biofluids by using surface markers, while simultaneously detecting/quantifying target proteins and RNA at single virus resolution. Amplification of the signals will be achieved by targeting different regions of the viral RNA (e.g., viral nucleocapsid N1, N2), and a tyramide signal amplification (TSA) assay for viral surface proteins. To demonstrate the clinical utility of the technology, it will be tested with different biofluids, including nasopharyngeal secretions and saliva from COVID-19 patients. "
1U01DA053899-01,phs002729.v1.p1,RADx-rad,Wastewater,DA053899,"Rapid Acceleration of Diagnostics - Radical (RADx-rad): Improved Scalability, Sensitivity, and Interpretability of Pathogen Detection, Including SARS-CoV-2, in Wastewater using High-Throughput, Highly Multiplexed Digital Array PCR Technology",COVID-19,"Presently, the application of molecular technologies, such as, RT-qPCR and digital PCR (dPCR) to quantify SARS-CoV-2 and related targets in wastewater is cumbersome, time consuming, and costly. While progress has been made in the development of methods and in the interpretation of data, much remains to be improved for the technology to be used as a public health management tool. A major drawback in the current approaches are: 1) the lack of streamlined and consistent pre-analytical processing steps, 2) coverage across the relevant targets requires a high number of reactions (&gt;20) from any singe sample to provide quantitative information, and 3) a lack of vision of the development of a pathogen/marker panel, much like those used in clinical arenas, for the interpretation of data across different states, regions, and nations. The goal of this project will be to successfully navigate these three limitations toward development of an advanced digital array PCR system as part of the development of a public health warning system that is not dependent on clinical testing and has the ability to rapidly address novel pathogen threats in the future. "
1U01AA029345-01,phs002744.v1.p1,RADx-rad,Automatic Detection & Tracing,AA029345,Rapid Acceleration of Diagnostics - Radical (RADx-rad): Rolosense: An Innovative Platform for Automatic Mobile Phone Readout of Active SARS-CoV-2,COVID-19,"The ultimate goal of this proposal is to develop a novel platform technology for automatic surveillance and tracing of airborne SARS-CoV-2 virus particles in real time. The centerpiece of this proposal is the ""Rolosense"" technology, which leverages a DNA micromotor as the virus sensing and transduction material (VSTM) that can be detected by a conventional smart phone camera. This provides both geographical tracing and surveillance. Rolosense motors are comprised by a DNA-coated spherical particle (5 micrometers diameter) that hybridizes to a surface bound with complementary RNA. The particle moves at speeds of over 1 micron/minute upon the addition of RNase H, which selectively hydrolyses hybridized RNA but not single-stranded RNA. DNA motors coated with virus binding ligand (VBL) stall in presence of SARS-CoV-2 virus particles. Because motors move autonomously for distances up to millimeters without intervention, the assay is fully automated, and conventional steps such as viral inactivation, RNA isolation, and amplification are not required. The readout is performed using an automated smart phone app for particle tracking without the need for a spectrophotometer or fluorometer. Preliminary data shows real time SARS-CoV-2 pseudovirus particle sensing. Milestones include the screening and identification of high affinity and high specificity VBLs. Both aptamers and antibody VBLs will be screening and validated. Simulations and experiments will be used to understand the role of temperature and environmental conditions in modulating Rolosense performance. Multivalent display of VBLs with DNA origami will enhance avidity. Finally, microfluidic chips with airborne droplet capture will be implemented and tested. The work will be performed by a highly interdisciplinary team with complementary expertise and a track-record of co-publications. Principal Investigator Salaita invented the Rolosense technology and has past experience in developing cell phone diagnostics and synthetic motors. Co-Investigator Melikian is an expert virologist, Co-Investigator Heemstra is an expert at developing aptamers for novel targets, Co-Investigator Ke has extensive experience in DNA origami structures for avid target binding and has co-authored work on Rolosense, and Co-Investigators Rajaraman and Primordia are experts at microfluidic device development and commercialization. Our solution offers the potential to provide an immediate solution to today&#39;s urgent virus sensing and tracing needs."
1U18TR003812-01,phs002747.v1.p1,RADx-rad,SCENT,TR003812,Rapid Acceleration of Diagnostics - Radical (RADx-rad): COVID-19 Detection through Scent Analysis with a Compact Gas Chromatography Device,COVID-19,"Recent studies, including ours, have suggested that a person's breath may used to diagnose COVID-19 infection and even to monitor its progress. In contrast to immunological and genetic based methods that use sample media like blood, nasopharyngeal swabs, and saliva, breath analysis is non-invasive, simple, safe, and inexpensive; it allows a nearly infinite amount of sample volume and can be used at the point-of-care for rapid detection. Fundamentally, breath also provides critical metabolomics information regarding how the human body responds to virus infection and medical intervention (such as drug treatment and mechanical ventilation). The objectives of the proposed SCENT project are: (1) to refine an automated, portable, high-performance micro-gas chromatography (GC) device and related data analysis / biomarker identification algorithms for rapid (5-6 minutes), in-situ, and sensitive (down to ppt) breath analysis and (2) to conduct breath analyses on up to 760 patients, and to identify and validate COVID-19 biomarkers in breath. Thus, in coordination with the RADx-rad Data Coordination Center (DCC), we will complete the following specific aims. (1) Refine 5 automated micro-GC devices to achieve higher speed and better separation capability. We will construct 5 new automated and portable one-dimensional micro-GC devices that require only ~6 minutes of assay time (improved from the current 20 minutes) at the ppt level sensitivity (Sub-Aim 1a). Then the devices will be upgraded to 2-dimensional micro-GC to significantly increase the separation capability (Sub-Aim 1b). In the meantime, we will optimize and automate our existing data processing and biomarker identification algorithms and codes to streamline the workflow so that the GC device can automatically process and analyze the data without human intervention (Sub-Aim 1c). (2) Identify breath biomarkers that distinguish COVID-19 positive (symptomatic and asymptomatic) from negative patients. We will recruit a training cohort of 380 participants, including 190 COVID-19 positive patients (95 symptomatic and 95 asymptomatic) and 190 COVID-19 negative patients from two hospitals (Michigan Medicine - Ann Arbor and the Henry Ford Hospital -Detroit). We will conduct breath analyses using machine learning to identify VOC patterns that match each COVID-19 diagnostic status. (3) Validate the COVID-19 biomarkers using our refined micro-GC devices. Using the refined 2-D micro-GC devices from Sub-Aim 1b, we will recruit a new validation cohort of 380 participants (190 COVID-19 positive patients and 190 COVID-19 negative patients) to validate the biomarkers identified in Aim 2. We will leverage existing engineering, data science, clinical, regulatory, and commercialization resources throughout the project to hit our milestones, ensuring a high likelihood of rapid patient impact. Upon completion of this work, we will have a portable micro-GC device and accompanying automated algorithms that can detect and monitor COVID-19 status for people in a variety of clinical and community settings."
1U18TR003793-01,phs002778.v1.p1,RADx-rad,Exosome,TR003793,Rapid Acceleration of Diagnostics - Radical (RADx-rad): Microfluidic Isolation and Characterization of SARS-CoV-2 and Virus Related Exosomes,COVID-19,"Robust, efficient, and reliable testing for SARS-CoV-2 is extraordinarily challenging due to our lack of ultra-sensitive assays and constantly evolving knowledge of the virus. Standard PCR based assays still result in very high false negative rates in the earliest days of infection. Microfluidic processing of clinical samples is low cost and shows great promise for translating most liquid biopsy assays to the clinic. Our laboratory was one of the first to apply microfluidic technologies for the isolation of both circulating tumor cells and exosomes in the blood of patients with cancer. For SARS-CoV-2 patients, saliva, stool, and plasma are all thought to be potential resources for both virus detection, as well as other clinical biomarkers that might inform us of infection. Thus, we seek to optimize our exosome capture technology, the EVHB-Chip, for the isolation of intact SARS-CoV-2 virus, testing its utility for each of these biofluids. To complete this work, we will complete a full clinical validation and benchmarking of the assay. Once fully optimized, our detection assay will be compared against existing emergency use authorization (EUA) SARS-CoV-2 detection assays to determine detection sensitivity and specificity. Further, we plan to demonstrate that the increased sensitivity and specificity enabled by our microfluidic device will result in earlier detection of SARS-CoV-2, reducing false negatives in this testing window. At the completion of this work, we will have collected the data training sets and submitted a full EUA plan that would enable the FDA's authorization of our test to be used in the clinic. "
1R61HD105618-01,phs002781.v1.p1,RADx-rad,PreVAIL kIds,HD105618,Rapid Acceleration of Diagnostics - Radical (RADx-rad): Discovery and Clinical Validation of Host Biomarkers of Disease Severity and Multi-system Inflammatory Syndrome in Children (MIS-C) and COVID-19,COVID-19,"SARS-CoV-2 infection exhibits a wide range of clinical outcomes in both children and adults, from asymptomatic and mild disease to severe viral pneumonia, ARDS, acute kidney injury, thrombotic disorders, and serious cardiac, cerebrovascular, and vascular complications. It is now known that severe infection can occur in both young children and young adults (&lt; 21) and that nearly 40% of those who are admitted with Covid-19 require ICU support, including mechanical ventilation. One of the most severe manifestations of SARS-CoV-2 infection is the multisystem inflammatory syndrome in children (MIS-C), a serious condition associated with severe inflammation with multi-organ involvement that can result in a variety of clinical presentations including pneumonia, sepsis, coagulation abnormalities, and renal failure. Thus, novel approaches for early and accurate diagnosis of COVID-19 associated syndromes and evaluation of clinical severity and outcomes of COVID-19 disease in children are urgently needed. For this project, we will identify RNA transcriptomic and cell-free DNA-omics biomarkers that will be used to develop and validate host-based assays from nasal swabs and blood samples, with the goal of regulatory submission for an FDA Emergency Use Authorization (EUA)."
1ZIAES103366-01,phs002782.v1.p1,RADx-rad,Diagnostic-Prognostic RNAseq,ES103366,Rapid Acceleration of Diagnostics - Radical (RADx-rad): NIEHS Diagnostic-Prognostic RNAseq,COVID-19,"Infectious disease outbreaks like Coronavirus Disease 2019 (COVID-19) can overwhelm healthcare systems when screening tools are scarce or lacking. In the face of an ongoing COVID-19 pandemic and with single-plex qPCR fluorometry inadequate for high throughput clinical diagnostics, the demand for testing exceeds the capacity, leading to limited availability, long queue times, backlogs in COVID-19 diagnoses, and delayed access to specialized treatment for COVID-19 patients. The goal of this RADx funded project is to develop an easily scalable and massively paralleled multiplexed screening method by next generation sequencing (NGS) with sample-specific barcoded indexes to allow pooling of up to 9200 samples. The approach enables detection of SARS-COV-2 viral gRNA content (load) and expression profiles along with the simultaneous detection of the host&#39;s transcriptional response to infection (expression profile). Transcriptional profiles are analyzed in the context of clinical data (electronic medical records of symptoms, treatments, and outcomes) in order to identify and select features (biomarkers) that are predictive of clinical outcomes using machine learning methods. These selected biomarkers are then validated in independent clinical samples. Comparative testing of alternative samples (nasopharyngeal swab (NP), saliva, oral swab) and handling protocols is ongoing with the goal of matching new protocols with existing SOPs for PCR-based testing in CLIA-certified facilities. In addition to increasing testing throughput, this precision medicine approach may provide a very early look at who may be asymptomatic but infectious, or who is about to get very sick. Methods developed during this project may be adaptable to viruses or other pathogens in future pandemics. The initial aim of this project is to demonstrate proof of principle that the methodology can capture both virus and host RNA sequences using commercially available anonymous NP, oropharyngeal, and saliva samples."
3U01HL152401-02S1,phs002924.v1.p1,RADx-rad,Novel Biosensing and VOC,HL152401,Rapid Acceleration of Diagnostics - Radical (RADx-rad): Broad-Spectrum Detection of VOC and Non-VOC Biomarkers from Patient Exhalant Using a Biomimetic Multiplexed eNose Biosensor for COVID 19 Diagnosis,COVID-19,"This project will develop biomimetic olfaction-based and gustation-based sensors for detecting volatile organic compound (VOC) biomarkers against SARS-CoV-2. We employ a computational design to deduce sets of odorant binding peptide (OBP) sequences that will selectively bind to exhaled VOCs associated with SARS-CoV-2 from libraries of olfactory proteins. Chimeric peptides including these OBP sequences and a aromatic carbon-binding group are then synthesized, validated for vapor phase VOC binding, and then bound to separate low-cost graphene and carbon nanotube sensor field effect transistors in multiplexed arrays developed in this project. The exhalant or simulated exhalant response data from these multiplexed OBP-functionalized sensor arrays will be used to train an AI-driven diagnosis system to create a rapid, easily scalable test for SARS-CoV-2 based on direct exhaled breath."
1R61HD105591-01,phs002945.v1.p1,RADx-rad,PreVAIL kIds,HD105591,Rapid Acceleration of Diagnostics - Radical (RADx-rad): A Data Science Approach to Identify and Manage Multisystem Inflammatory Syndrome in Children (MIS-C) Associated with SARS-CoV-2 Infection and Kawasaki Disease in Pediatric Patients,COVID-19,"The primary objective of this study was to design and validate a predictive decision support system for the identification, treatment, and management of SARS-CoV-2 associated with multisystem inflammatory syndrome in children (MIS-C). To develop this system, we adapted and retrained machine learning algorithms, which we previously trained in patients with Kawasaki Disease, a pediatric inflammatory vasculopathy with clinical overlap with MIS-C but different etiology. This study was performed in collaboration with the International Kawasaki Disease Registry (IKDR) consortium. This dataset contains the development and international validation data for all algorithms developed as part of this study."
4U01DC019579-03,phs002964.v1.p1,RADx-rad,Chemosensory Testing,DC019579,Rapid Acceleration of Diagnostics - Radical (RADx-rad): Longitudinal at Home Smell Testing to Detect Infection by SARS-CoV-2,COVID-19,"Self-report of sudden loss of smell or taste substantially increases the odds of being diagnosed with SARS-CoV-2. However, self-report of smell function is an unreliable predictor of smell loss. We created a self-administered easy to use ""at home"" 5-minute objective smell test to uncover alterations in smell function unbeknownst to many individuals. Our new smell test consists of a physical smell card containing peel and sniff odor labels and a web-based application. Each participant accesses the web-based app on their own smartphone, tablet, or computer. We developed a native app to: (Aim 1) conduct a longitudinal COVID smell test, (Aim 2) collect data on asymptomatic health care workers, symptomatic patients, and undergraduates, and (Aim 3) develop algorithms for the longitudinal smell test for personalized thresholds and differentiate smell loss from COVID relative to influenza. The longitudinal COVID smell test is accessible, affordable, and readily scalable. Effective screening with the COVID smell test will better inform students and employees if they should not report to school or work, and instead seek an evaluation by a healthcare professional."
1U18TR003780-01,phs003124.v1.p1,RADx-rad,Exosome,TR003780,Rapid Acceleration of Diagnostics - Radical (RADx-rad): Exosome-Based Non-Traditional Technologies Towards Multi-Parametric and Integrated Approaches for SARS-CoV-2,COVID-19,"The urgent need to curb the spread of SARS-CoV-2 demands availability of diagnostics that are more rapid, accurate, sensitive and affordable than qPCR and antibody tests. Current qPCR tests are specific and sensitive, but lengthy turnaround times limit interventions against disease spread. Antibody testing is faster, but false-positive/negative rates are high. Here, we propose to repurpose extracellular vesicle (EV) separation and characterization technologies into a fully automated SARS-CoV-2 testing platform that is low-cost, accurate, sensitive, rapid (within 3 h), and practical. The device will be optimized to analyze blood, saliva, and nasopharyngeal (NP) swabs collected at home, without risking transmission to healthcare workers. The sample is processed with an automated device developed with Sognef, and data are transferred to the Sognef servers for analysis through an app that can be downloaded to any smart device. This technology is similar to Abbott's recently launched BinaxNOW COVID-19 Ag Card, but has the advantage of multiparametric detection of viral RNA (vRNA), including Spike (S) and Nucleocapsid (N) protein-coding regions, plus a panel of host EV microRNAs (exomiRs) that reveals infection even when viral loads are below detectable limits. This approach will decrease false-positives/negatives, the major limitation of antigen/antibody tests. Examine relationships of miRNA panels with characteristics such as: symptomatic vs asymptomatic, qPCR-determined viral load, biological sex, age (including pediatric populations), and comorbidities. We will optimize a COVID-19 device that uses simple bind-elute microfluidics for sample separation followed by electrical, probe-based detection of i) all validated exomiRs from Aim 1 and ii) our three conserved vRNAs. We envision that the device will be used first for either finger-pricked blood or saliva, followed, if positive, by an optional confirmatory second test of NP swab viral transport medium (VTM) that could be done with the same device. We will then test the device in multiple centers worldwide in two phases: Phase 1 - every center will perform a double-blinded validation using their biorepository specimen, and Phase 2 - in a &#946;-testing phase, we will provide a large number of devices to healthcare providers for regular testing of workers."
